"ID","wgt","assign","treat","r52","work52","y52","h52","w52","r130","work130","y130","h130","w130","r208","work208","y208","h208","w208","TOTHRSW","EARNY4"
11037127,8.97228,1,1,1,0,0,0,NA,1,1,300,50,6,1,1,680,68,10,49.980769231,385.55365797
11037143,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11037185,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0.2884615385,0
11037198,19.99454,0,0,1,1,50,4,12.5,1,0,0,0,NA,1,1,400,40,10,19.1695169,375.52441351
11037240,12.49659,0,0,1,1,160,20,8,1,1,600,48,12.5,1,1,935,55,17,24.751628659,877.78831659
11037350,8.97228,1,0,1,1,320,40,8,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11037389,12.49659,0,0,1,1,354,40,8.85,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11038061,5.858371,1,0,1,1,144,24,6,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11039044,12.49659,0,0,1,1,210,40,5.25,1,1,324,48,6.75,1,1,336,48,7,25.514423077,181.887209
11040020,12.49659,0,0,1,0,0,0,NA,1,1,260,40,6.5,1,1,300,40,7.5,31.490384615,281.64331013
11041061,8.97228,1,1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,0,NA,NA,NA
11042015,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,230,40,5.75,5.5769230769,59.726851367
11043056,8.97228,1,1,1,0,0,0,NA,1,1,300,50,6,1,0,0,0,NA,10.913461538,0
11044042,5.858371,1,0,1,1,275,36,7.63888888888889,1,1,172.5,30,5.75,1,1,2000,60,33.3333333333333,18.359016957,909.07943645
11044055,11.10808,0,0,1,1,220,40,5.5,1,1,405,54,7.5,1,1,573,75,7.64,52.903846154,537.93872236
11044084,5.858371,1,1,1,0,0,0,NA,1,1,615,60,10.25,1,1,1085,70,15.5,34.240384615,190.09739552
11045025,8.97228,1,1,1,1,161.5,40,4.0375,1,1,300,48,6.25,1,0,0,0,NA,30.389136288,0
11045067,5.858371,1,1,1,0,0,0,NA,1,1,280,40,7,0,NA,NA,NA,NA,NA,NA
11048080,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11048145,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11049018,12.49659,0,0,0,NA,NA,NA,NA,1,1,187.5,30,6.25,1,1,260,40,6.5,NA,159.51219519
11050049,11.10808,0,0,1,1,280,40,7,1,1,400,40,10,0,NA,NA,NA,NA,NA,NA
11051051,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11051077,8.97228,1,0,1,0,0,0,NA,1,1,165,30,5.5,1,1,254.1,42,6.05,18.288461538,238.55188368
11051103,8.97228,1,1,0,NA,NA,NA,NA,1,0,0,0,NA,1,0,0,0,NA,15.128128881,39.029963598
11053020,11.10808,0,0,1,0,0,0,NA,1,1,276,40,6.9,0,NA,NA,NA,NA,NA,NA
11054087,19.99454,0,0,1,1,118.75,25,4.75,1,1,212,40,5.3,1,1,150,25,6,22.774038462,18.946584271
11054113,5.858371,1,1,1,0,0,0,NA,1,1,336,48,7,0,NA,NA,NA,NA,NA,NA
11055015,12.49659,0,0,1,1,220.5,35,6.3,1,0,0,0,NA,1,1,400,50,8,26.774038462,274.27436278
11056027,8.97228,1,0,0,NA,NA,NA,NA,1,1,319,45,7.08888888888889,1,1,405,45,9,21.825481789,232.64277646
11057039,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,147,28,5.25,11.192307692,60.484714738
11061012,8.97228,1,1,1,1,860,40,21.5,1,0,0,0,NA,1,1,331.5,55,6.02727272727273,27.573116272,227.30487815
11061038,12.49659,0,0,1,1,320,40,8,1,1,540,60,9,1,1,1000,50,20,25.144230769,379.02222749
11061119,11.10808,0,0,1,1,313.5,66,4.75,1,0,0,0,NA,1,1,541.93548387,84,6.45161290321429,28.3125,56.403195571
11063036,11.10808,0,0,1,0,0,0,NA,1,1,511,68,7.51470588235294,0,NA,NA,NA,NA,NA,NA
11064022,8.97228,1,1,1,0,0,0,NA,1,1,378,54,7,1,0,0,0,NA,16.412212172,0
11065034,11.10808,0,0,1,1,355.8,67,5.31044776119403,1,1,251.6,40,6.29,1,1,461.89376443,72,6.41519117263889,26.980354241,325.0486249
11065047,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,NA,0
11065050,8.97228,1,1,1,0,0,0,NA,1,1,206,40,5.15,1,0,0,0,NA,18.028846154,230.96788444
11067058,5.858371,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11070045,5.858371,1,0,1,1,240,40,6,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11074025,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11074096,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
11075066,8.97228,1,1,1,0,0,0,NA,1,1,720,72,10,1,1,426,40,10.65,28.769230769,399.93350039
11076036,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,150,24,6.25,16.557692308,135.33274479
11076081,8.97228,1,1,1,0,0,0,NA,1,1,154.5,30,5.15,1,1,48,8,6,19.173076923,238.32998576
11076094,8.97228,1,1,1,0,0,0,NA,1,1,409.5,78,5.25,1,1,672,84,8,15.128128881,171.69206525
11077019,11.10808,0,0,1,1,171,30,5.7,1,1,175,25,7,1,1,264,48,5.5,25.360576923,166.62847418
11077035,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.0817307692,0
11077093,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,280,40,7,5.7884615385,41.321598076
11077103,5.858371,1,0,1,0,0,0,NA,1,1,63,9,7,0,NA,NA,NA,NA,NA,NA
11077190,8.97228,1,1,1,1,600.46189376,84,7.14835587809524,1,1,588.18321786,84,7.002181165,1,1,1145.7394658,84,13.6397555452381,65.153846154,856.2722165
11077213,11.10808,0,0,1,0,0,0,NA,1,1,210,40,5.25,1,1,283.5,42,6.75,25.230769231,360.14426641
11077268,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11079091,8.97228,1,1,1,1,360,40,9,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11079127,12.49659,0,0,1,0,0,0,NA,1,1,144.2,28,5.15,1,1,289.2,40,7.23,28.745192308,448.81448639
11079198,8.97228,1,1,1,1,182.63883492,36.527766983,5.00000000013688,1,1,294,56,5.25,1,0,0,0,NA,12.471017549,10.030042463
11080022,8.97228,1,1,1,0,0,0,NA,1,1,212,35,6.05714285714286,1,0,0,0,NA,2.0913461538,0
11081063,11.10808,0,0,1,0,0,0,NA,1,1,128.75,25,5.15,1,1,125,48,2.60416666666667,24.399038462,119.63842517
11083100,8.97228,1,0,1,0,0,0,NA,1,1,441,84,5.25,1,0,0,0,NA,8.5096153846,129.35103747
11083171,8.97228,1,1,0,NA,NA,NA,NA,1,1,396.55,77,5.15,0,NA,NA,NA,NA,15.128128881,NA
11083184,12.49659,0,0,1,0,0,0,NA,1,1,900.46189376,82,10.9812426068293,1,0,0,0,NA,20.942307692,NA
11083249,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11083281,12.49659,0,0,1,1,223.134077134398,48,4.64862660696662,1,1,80,40,2,1,0,0,0,NA,32.576923077,53.451643536
11083317,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,2.3076923077,0
11085043,8.97228,1,1,1,0,0,0,NA,1,1,339.683906971581,20,16.9841953485790,1,0,0,0,NA,9.8557692308,156.19203185
11085085,8.97228,1,1,1,1,142.5,20,7.125,1,0,0,0,NA,1,0,0,0,NA,3.6538461538,0
11085124,12.49659,0,0,1,1,280,40,7,1,1,200,40,5,1,1,228,40,5.7,35.961538462,214.0489157
11085195,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11087041,8.97228,1,1,1,1,180,84,2.14285714285714,1,1,132.3,63,2.1,1,0,0,0,NA,36.317307692,17.863922312
11088040,19.99454,0,0,1,1,204,30,6.8,1,1,272,40,6.8,1,0,0,0,NA,17.692307692,NA
11088066,11.10808,0,0,1,1,125,20,6.25,1,1,216,36,6,1,0,0,0,NA,25.081730769,164.36380387
11091011,8.97228,1,1,1,1,900,60,15,1,0,0,0,NA,1,0,0,0,NA,25.107445168,0
11091105,8.97228,1,1,1,1,38.08,16,2.38,1,0,0,0,NA,1,1,270.20785219,56,4.82514021767857,25.028846154,309.25128259
11091121,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11092023,12.49659,0,0,1,0,0,0,NA,1,1,260,40,6.5,1,1,343,35,9.8,32.596153846,348.32267619
11092188,8.97228,1,0,1,1,225,45,5,1,1,292,40,7.3,1,1,289.8,36,8.05,38.6875,272.06743759
11092191,8.97228,1,1,1,0,0,0,NA,1,1,366,30,12.2,1,1,672,48,14,25.826923077,630.8810147
11096016,5.858371,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11096113,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,522,78,6.69230769230769,24.751628659,219.67211134
11100041,8.97228,1,1,1,0,0,0,NA,1,1,165,30,5.5,0,NA,NA,NA,NA,NA,NA
11101147,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11102023,8.97228,1,0,1,1,200,50,4,1,1,350,60,5.83333333333333,1,1,278.1,54,5.15,54.846153846,261.0833485
11103051,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,1,1,500,40,12.5,9.2307692308,433.06478333
11103103,8.97228,1,1,1,1,275.763732204486,40,6.89409330511214,1,1,242,40,6.05,1,1,240,40,6,34.663461538,232.53743453
11103129,5.858371,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11104102,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
11105033,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,8.8653846154,0
11106061,8.97228,1,1,1,1,220,40,5.5,1,1,252,40,6.3,1,1,270,40,6.75,8.3846153846,48.719788125
11108014,11.10808,0,0,1,0,0,0,NA,1,1,75,3,25,1,0,0,0,NA,14.716346154,0
11108027,8.97228,1,0,0,NA,NA,NA,NA,1,1,350,25,14,1,1,300,20,15,15.128128881,281.64331013
11108069,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
11110031,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11110073,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11110141,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0.3605769231,0
11110183,8.97228,1,0,1,1,200,84,2.38095238095238,1,1,277.13625866,40,6.9284064665,0,NA,NA,NA,NA,NA,NA
11119045,8.97228,1,1,1,1,181.25,25,7.25,1,1,260,40,6.5,1,0,0,0,NA,16.8125,96.137147878
11122090,12.49659,0,0,1,0,0,0,NA,1,1,206,40,5.15,1,0,0,0,NA,7.6538461538,0
11123028,8.97228,1,1,1,0,0,0,NA,1,1,236.25,45,5.25,1,0,0,0,NA,13.009615385,147.60291365
11125071,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,143.75,25,5.75,0.3605769231,7.7816328254
11125084,8.97228,1,1,1,0,0,0,NA,1,1,247.2,48,5.15,1,0,0,0,NA,15.128128881,108.39219664
11136086,8.97228,1,0,1,0,0,0,NA,1,1,284,40,7.1,0,NA,NA,NA,NA,NA,NA
11141042,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.7548076923,0
11144081,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0.7692307692,0
11148016,8.97228,1,0,1,0,0,0,NA,1,1,224,32,7,1,1,280,40,7,18.490384615,191.12099933
11148045,8.97228,1,1,1,0,0,0,NA,1,1,486,60,8.1,1,1,384,48,8,27.201923077,243.88731237
11152028,8.97228,1,1,1,0,0,0,NA,1,1,350,40,8.75,1,0,0,0,NA,16.153846154,0
11152251,12.49659,0,0,1,0,0,0,NA,1,1,328,40,8.2,1,1,522,72,7.25,24.793269231,353.5143768
11152293,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11153137,8.97228,1,1,1,0,0,0,NA,1,1,292.5,45,6.5,1,1,260,50,5.2,32.230769231,244.09086878
11154026,5.858371,1,1,1,1,175,35,5,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11156024,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,9.7596153846,0
11156040,5.858371,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,2.0192307692,43.504622986
11160010,8.97228,1,1,1,1,152,32,4.75,1,1,280,40,7,0,NA,NA,NA,NA,NA,NA
11164090,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11164113,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11164278,8.97228,1,1,1,0,0,0,NA,1,1,300,40,7.5,1,1,140,20,7,20.144230769,143.74806588
11165060,8.97228,1,0,1,1,280,40,7,1,1,161,20,8.05,1,1,299.52,32,9.36,27.245192308,281.11720131
11165219,12.49659,0,0,1,1,300,45,6.66666666666667,1,1,375,50,7.5,1,1,481,58,8.29310344827586,52.596153846,451.44689447
11165316,8.97228,1,1,1,1,150,30,5,1,1,500,70,7.14285714285714,1,1,318.5,49,6.5,45.480769231,411.73178726
11167055,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,20.216346154,540.62509051
11169037,11.10808,0,0,1,1,20,16,1.25,1,1,50,21,2.38095238095238,1,1,50,21,2.38095238095238,35.826923077,475.92111165
11175050,11.10808,0,0,1,0,0,0,NA,1,1,175,35,5,1,1,210,35,6,25.048076923,197.09739675
11175063,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
11176088,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,546,56,9.75,23.158653846,512.45323156
11176143,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
11180090,8.97228,1,1,1,0,0,0,NA,1,1,300.23094688,40,7.505773672,1,1,300.23094688,30,10.0076982293333,26.509615385,281.78446693
11182027,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,2.8846153846,NA
11182069,8.97228,1,1,1,0,0,0,NA,1,1,330,40,8.25,1,1,296,32,9.25,15.128128881,212.73056923
11186146,8.97228,1,1,1,1,278.17973536,40.43310107,6.87999999996043,1,1,169.25377422,33.710743464,5.02076658145341,1,0,0,0,NA,14.0275521,NA
11186191,8.97228,1,1,1,0,0,0,NA,1,1,372.4,40,9.31,1,1,392,40,9.8,28.269230769,367.91514061
11186243,8.97228,1,1,1,1,230,40,5.75,1,0,0,0,NA,1,1,304.2,45,6.76,11.610576923,236.03113353
11186269,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,3.6778846154,9.2026266457
11186272,19.99454,0,0,1,1,190,40,4.75,1,1,281.25,45,6.25,1,1,405.6,40,10.14,46.326923077,355.57848112
11186450,12.49659,0,0,1,1,190,40,4.75,1,1,234.8,40,5.87,1,1,280,40,7,37.5,262.79652901
11188034,8.97228,1,1,1,1,280,40,7,1,1,405,50,8.1,1,1,400,50,8,47.869483771,375.42361287
11191021,19.99454,0,0,1,0,0,0,NA,1,1,546,84,6.5,0,NA,NA,NA,NA,NA,NA
11192059,12.49659,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,1,1,300,40,7.5,18.111148897,151.63567457
11194109,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,1132.5,60,18.875,31.942307692,1073.558641
11194112,5.858371,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11194196,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,1,1,336,48,7,13.269230769,282.11075214
11195030,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,254,40,6.35,24.538461538,211.68480451
11198011,12.49659,0,0,1,1,115.47344111,84,1.37468382273810,1,1,600,60,10,1,0,0,0,NA,30.731101331,304.05649613
11199078,8.97228,1,0,1,1,168.9,30,5.63,1,1,480,60,8,1,1,500,40,12.5,45.576923077,469.27951608
11199081,19.99454,0,0,1,1,180,30,6,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11199120,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,13.269230769,NA
11207012,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11211024,19.99454,0,0,1,0,0,0,NA,1,1,92.7,18,5.15,1,0,0,0,NA,11.125,NA
11212049,8.97228,1,1,1,0,0,0,NA,1,1,420,40,10.5,1,0,0,0,NA,18.076923077,NA
11213064,12.49659,0,0,1,1,199.5,42,4.75,1,1,376,63,5.96825396825397,1,1,425,50,8.5,57.028846154,513.8680102
11217028,8.97228,1,0,1,1,195,30,6.5,1,1,420,40,10.5,0,NA,NA,NA,NA,NA,NA
11218056,12.49659,0,0,1,1,240,48,5,1,1,600,60,10,1,1,570,72,7.91666666666667,58.903846154,534.97864833
11220060,8.97228,1,1,1,0,0,0,NA,1,1,750,60,12.5,1,1,260,40,6.5,39.100961538,466.37339809
11223041,8.97228,1,1,1,0,0,0,NA,1,1,300,40,7.5,1,0,0,0,NA,10.884615385,21.754039814
11224024,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11224134,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0.9615384615,0
11226077,8.97228,1,0,1,0,0,0,NA,1,1,185,20,9.25,1,0,0,0,NA,28,NA
11226116,12.49659,0,0,1,0,0,0,NA,1,1,238.72497009,36,6.63124916916667,1,1,410,40,10.25,21.019230769,384.80920319
11229029,12.49659,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,0,NA,NA,270.80240501
11235084,8.97228,1,0,1,1,280,40,7,1,1,405,45,9,1,0,0,0,NA,31.5625,135.64334991
11235097,5.858371,1,1,1,1,105,21,5,1,1,210,40,5.25,1,0,0,0,NA,9.0384615385,NA
11236096,8.97228,1,0,1,1,270,40,6.75,1,1,458.4,48,9.55,1,1,440,40,11,43.846153846,412.96597415
11237053,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11242064,8.97228,1,1,1,1,285,60,4.75,1,0,0,0,NA,1,0,0,0,NA,25.951923077,186.34547465
11250108,8.97228,1,1,1,1,212.4,36,5.9,1,1,414,60,6.9,1,1,684,72,9.5,51.384615385,567.74793094
11264039,8.97228,1,1,1,1,238,40,5.95,1,1,303.75,45,6.75,1,1,445.2,60,7.42,44.100961538,417.84648112
11273088,8.97228,1,1,1,0,0,0,NA,1,1,280,40,7,1,1,430,40,10.75,27.692307692,403.58038383
11273143,12.49659,0,0,1,0,0,0,NA,1,1,348,60,5.8,1,0,0,0,NA,3.7232878269,0
11276027,8.97228,1,1,1,0,0,0,NA,1,1,240,40,6,1,0,0,0,NA,18.775732339,NA
11278038,12.49659,0,0,1,1,450,50,9,1,1,576,48,12,1,0,0,0,NA,47.009615385,NA
11281164,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,130.8,24,5.45,22.740384615,138.55234163
11281177,11.10808,0,0,1,1,114,24,4.75,1,0,0,0,NA,1,0,0,0,NA,21.855769231,NA
11283023,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
11288015,8.97228,1,1,1,1,180,36,5,1,1,480,60,8,1,1,360,48,7.5,46.105769231,238.98325533
11303013,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,195,30,6.5,10.538461538,156.38402391
11311021,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,4.1826923077,NA
11311047,5.858371,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.4423076923,0
11311092,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11317274,12.49659,0,0,1,1,360,40,9,1,0,0,0,NA,1,1,700,50,14,29.269230769,391.56274159
11317397,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,240.41768665,40,6.01044216625,5.8653846154,100.39450682
11319023,8.97228,1,0,1,0,0,0,NA,1,1,100,25,4,1,1,220,40,5.5,19.615384615,199.43277976
11326045,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
11326061,11.10808,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,1,0,0,0,NA,NA,0
11326087,5.858371,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,16.110576923,NA
11329055,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,5.4903846154,25.262112361
11329136,8.97228,1,1,1,0,0,0,NA,1,1,650,84,7.73809523809524,1,1,453.6,84,5.4,62.192307692,243.72886006
11330028,12.49659,0,0,1,0,0,0,NA,1,1,140,20,7,1,1,300,50,6,30.731101331,304.05649613
11330426,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.2115384615,NA
11330439,8.97228,1,0,1,1,120,20,6,1,1,63,12,5.25,1,0,0,0,NA,21.825481789,NA
11331027,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,165,30,5.5,14.461538462,228.44167321
11331030,5.858371,1,1,1,1,198.8,40,4.97,1,0,0,0,NA,1,1,226,40,5.65,13.798076923,32.624213677
11335036,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
11344014,12.49659,0,0,1,1,63.9,30,2.13,1,1,164.8,32,5.15,1,0,0,0,NA,20.625,0
11345026,12.49659,0,0,1,1,616,56,11,1,1,480,40,12,0,NA,NA,NA,NA,NA,NA
11347118,11.10808,0,0,1,1,240,40,6,1,1,320,40,8,1,0,0,0,NA,26.923076923,0
11347150,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,1.6153846154,8.5746827099
11351023,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,5.5288461538,0
11351065,5.858371,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,18.359016957,215.24085742
11351078,11.10808,0,0,1,1,260,40,6.5,1,1,300,40,7.5,1,0,0,0,NA,28.653846154,NA
11352048,11.10808,0,0,1,1,174.25,25,6.97,1,1,83.4,12,6.95,1,0,0,0,NA,14.480769231,NA
11356028,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,13.269230769,0
11357108,8.97228,1,0,1,0,0,0,NA,1,1,123.6,24,5.15,1,0,0,0,NA,11.653846154,49.536295685
11360030,8.97228,1,0,1,0,0,0,NA,1,1,168,32,5.25,0,NA,NA,NA,NA,NA,NA
11361013,11.10808,0,0,1,1,137.5,25,5.5,1,1,230,30,7.66666666666667,1,1,390,60,6.5,28.483392146,314.99448199
11369060,8.97228,1,1,1,0,0,0,NA,1,1,320,40,8,1,1,281.2,40,7.03,18.653846154,294.45518168
11374165,8.97228,1,1,1,1,198,40,4.95,1,1,714,84,8.5,0,NA,NA,NA,NA,NA,NA
11377049,8.97228,1,0,1,0,0,0,NA,1,1,396,40,9.9,1,0,0,0,NA,32.009615385,NA
11377133,12.49659,0,0,1,1,367.5,70,5.25,1,1,250,40,6.25,1,0,0,0,NA,12.644230769,NA
11377175,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11377201,12.49659,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,0,NA,NA,297.02500832
11377269,8.97228,1,1,1,0,0,0,NA,1,1,240,40,6,1,0,0,0,NA,6.3461538462,NA
11377311,8.97228,1,0,1,0,0,0,NA,1,1,385,70,5.5,0,NA,NA,NA,NA,NA,NA
11379021,8.97228,1,1,1,0,0,0,NA,1,1,400,40,10,1,0,0,0,NA,26.682692308,247.20781382
11379063,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,15.301828232,NA
11381035,19.99454,0,0,1,0,0,0,NA,1,1,80,16,5,1,0,0,0,NA,19.1695169,272.8308135
11382076,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,7.7884615385,0
11389011,8.97228,1,0,1,0,0,0,NA,1,1,290,40,7.25,1,1,630,72,8.75,45.581730769,591.13342924
11389024,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,11.5,NA
11397126,8.97228,1,0,1,1,128,40,3.2,1,1,346.47201858,40,8.6618004645,1,1,540,54,10,38.961538462,632.04665483
11397207,12.49659,0,0,1,0,0,0,NA,1,1,504,84,6,1,1,237.58376825,40.942183853,5.80290902661733,18.111148897,120.45706569
11401070,12.49659,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11401106,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,16.682692308,145.07670242
11403010,19.99454,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,0,0
11412027,8.97228,1,1,1,1,190,40,4.75,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11412069,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11412108,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,1,320,40,8,15.831730769,314.84014798
11412195,11.10808,0,0,1,1,264,48,5.5,1,0,0,0,NA,1,0,0,0,NA,38.673076923,NA
11412205,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,7.0096153846,NA
11415011,11.10808,0,0,1,0,0,0,NA,1,1,240,40,6,1,0,0,0,NA,3.2692307692,0
11415325,8.97228,1,1,1,1,625,84,7.4404761904762,1,1,625,84,7.4404761904762,1,1,550,47.2880448750811,11.6308466855188,30.389136288,354.48431997
11417035,8.97228,1,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11418047,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,3.3141412647,NA
11418076,8.97228,1,0,1,0,0,0,NA,1,1,224,40,5.6,0,NA,NA,NA,NA,NA,NA
11418115,8.97228,1,1,1,0,0,0,NA,1,0,0,0,NA,1,1,200,56,3.57142857142857,0.8076923077,10.826619583
11420077,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,1,0,0,0,NA,22.673076923,NA
11420103,11.10808,0,0,1,0,0,0,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
11426013,8.97228,1,1,1,1,130,25,5.2,1,0,0,0,NA,1,1,240,40,6,18.572115385,106.10087192
